,PV_total,Load_total,Alloc_total__equal,Alloc_total__mean_load,Alloc_total__instant_load,Alloc_total__fixed_shares,Alloc_total__hierarchical,Alloc_total__dynamic_windows
177,0.0,0.6846963477519112,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.7092077907189037,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.6192172128154855,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.481497963623263,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.3110520042449899,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.2227554512233574,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.2218503752644719,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.1993994927476514,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.1853834541549514,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.2044205723438719,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.1593775571217028,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.17097205398312929,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.2556898065468579,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.34069561377493024,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.2647610862432717,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.1482010249573132,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.4207499249958652,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.4093399559359477,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.40779155270641376,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.3997030840736413,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.1569768442730018,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.1295437111154623,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.14393376818668469,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.1500231856364525,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.1101826663656012,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.1127353009531302,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.1244321418538301,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.1235402574798741,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.14485195853674648,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.1372248094077445,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.1292041501287157,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.1445507122874739,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.2332304126838467,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.2375975706528722,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.2290069477442257,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.3192717973152782,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.4315254641000929,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.43490847379440795,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.2215611377765677,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.22958809714217068,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.16696906593536773,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.17468847896512402,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.2162405861664172,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.1929285739092255,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.1944869800835254,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.19593244786200562,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.15848893858166452,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.17589606119059653,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0467351279670558,0.19011789349165062,0.0467351279670558,0.0467351279670558,0.0467351279670558,0.0467351279670558,0.0467351279670558,0.04673512796705579
226,0.08815944593785549,0.1856892262554559,0.08815944593785549,0.08815944593785549,0.08815944593785549,0.08815944593785549,0.08815944593785549,0.08815944593785549
227,0.117899981916891,0.12365571591032341,0.117899981916891,0.117899981916891,0.117899981916891,0.11789998191689098,0.117899981916891,0.117899981916891
228,0.1433918698989212,0.1426620794656592,0.1433918698989212,0.1433918698989212,0.14339186989892122,0.1433918698989212,0.1433918698989212,0.1433918698989212
229,0.1625107858854442,0.2286909411176949,0.1625107858854442,0.16251078588544418,0.1625107858854442,0.1625107858854442,0.1625107858854442,0.1625107858854442
230,0.1858783498689722,0.2381941228953629,0.18587834986897217,0.1858783498689722,0.1858783498689722,0.18587834986897223,0.1858783498689722,0.1858783498689722
231,0.1996864558592386,0.25229486528492767,0.1996864558592386,0.1996864558592386,0.1996864558592386,0.1996864558592386,0.1996864558592386,0.1996864558592386
232,0.21668104784725922,0.2563852315516909,0.2166810478472592,0.21668104784725922,0.21668104784725925,0.21668104784725922,0.21668104784725922,0.21668104784725922
233,0.2347378018345307,0.2540792254446203,0.23473780183453066,0.23473780183453072,0.2347378018345307,0.2347378018345307,0.23473780183453072,0.23473780183453066
234,0.4737242516660667,0.27351615387014183,0.47372425166606663,0.4737242516660667,0.47372425166606674,0.4737242516660667,0.4737242516660667,0.4737242516660667
235,0.8199890634219813,0.2379067368365543,0.8199890634219813,0.8199890634219813,0.8199890634219813,0.8199890634219813,0.8199890634219813,0.8199890634219812
236,1.0324214632722326,0.1583752543865571,1.0324214632722326,1.0324214632722326,1.0324214632722326,1.0324214632722326,1.0324214632722328,1.0324214632722326
237,1.37868627502815,1.4997453710981574,1.37868627502815,1.3786862750281499,1.37868627502815,1.37868627502815,1.37868627502815,1.37868627502815
238,1.5847457028828975,1.5169679659055801,1.5847457028828975,1.5847457028828975,1.5847457028828977,1.5847457028828975,1.5847457028828975,1.5847457028828975
239,1.71432946679155,1.50440430428251,1.7143294667915498,1.71432946679155,1.71432946679155,1.7143294667915498,1.71432946679155,1.71432946679155
240,1.8460375546987076,1.4895498162611074,1.8460375546987073,1.8460375546987078,1.8460375546987078,1.8460375546987073,1.8460375546987073,1.8460375546987073
241,1.693086226806525,1.346277375418,1.693086226806525,1.693086226806525,1.6930862268065252,1.693086226806525,1.693086226806525,1.6930862268065248
242,1.87046728068149,1.3465234124866776,1.87046728068149,1.87046728068149,1.8704672806814902,1.87046728068149,1.8704672806814902,1.87046728068149
243,2.102018596518265,0.8025704502678201,2.102018596518265,2.102018596518265,2.102018596518265,2.102018596518265,2.102018596518265,2.102018596518265
244,2.17424561246735,0.8224994528306977,2.17424561246735,2.17424561246735,2.17424561246735,2.17424561246735,2.17424561246735,2.1742456124673497
245,2.0754645465369825,1.0257428554449537,2.0754645465369825,2.0754645465369825,2.0754645465369825,2.0754645465369825,2.0754645465369825,2.0754645465369825
246,1.5560673289031124,1.0167009931710562,1.5560673289031124,1.5560673289031122,1.5560673289031126,1.5560673289031124,1.5560673289031124,1.5560673289031124
247,1.123767395207845,0.8946788808123655,1.123767395207845,1.123767395207845,1.123767395207845,1.123767395207845,1.123767395207845,1.123767395207845
248,0.8369836554100005,0.8793938279207755,0.8369836554100005,0.8369836554100005,0.8369836554100005,0.8369836554100005,0.8369836554100006,0.8369836554100005
249,0.7445755614751401,0.8452863478635793,0.7445755614751401,0.7445755614751401,0.7445755614751401,0.7445755614751401,0.7445755614751401,0.74457556147514
250,0.7509485334706487,0.6560223327834227,0.7509485334706486,0.7509485334706487,0.7509485334706487,0.7509485334706487,0.7509485334706487,0.7509485334706486
251,0.8412323034070053,0.8194805620021366,0.8412323034070053,0.8412323034070052,0.8412323034070054,0.8412323034070052,0.8412323034070053,0.8412323034070053
252,0.8784079733808017,0.8369799485118228,0.8784079733808017,0.8784079733808017,0.8784079733808017,0.8784079733808017,0.8784079733808017,0.8784079733808017
253,0.6861566515163204,0.429461149736221,0.6861566515163204,0.6861566515163203,0.6861566515163204,0.6861566515163204,0.6861566515163204,0.6861566515163204
254,0.510899921639861,0.4180511806763025,0.510899921639861,0.510899921639861,0.5108999216398611,0.510899921639861,0.510899921639861,0.5108999216398609
255,0.37069453773869354,0.2443704043461047,0.37069453773869354,0.3706945377386935,0.37069453773869354,0.37069453773869354,0.3706945377386936,0.37069453773869354
256,0.3239594097716374,0.21300067808972542,0.3239594097716374,0.32395940977163734,0.32395940977163734,0.3239594097716374,0.3239594097716374,0.3239594097716374
